Club,President,Telephone,Ligue,Comite,Email,Site internet,Nombre de membres,Nombre de membres l'annee derniere,Facebook,Instagram
TC STEENWERCK,Marc BOUSSEMART,0667950255,HAUTS DE FRANCE,NORD,tcsteenwerck@gmail.com,,22,26,,
TENNIS CLUB DE NIEPPE,Stephane CLEMENT,0320489852,HAUTS DE FRANCE,NORD,tennisclubnieppois@free.fr,http://www.club.fft.fr/tennisclubnieppois/,171,184,,
TC FLANDRE-LYS,Laetitia COLANTONIO,0328488661,HAUTS DE FRANCE,NORD,tennisclub.flandrelys@gmail.com,,179,204,https://www.facebook.com/tc.flandrelys,
TC SAILLY-SUR-LA-LYS,Franck COUSIN,,HAUTS DE FRANCE,PAS DE CALAIS,tc.saillylys@fft.fr,,113,122,,
TC LESTREM,CHLOE DHORMES,0974766572,HAUTS DE FRANCE,PAS DE CALAIS,tennisclublestrem@outlook.fr,,190,186,https://www.facebook.com/TcLestrem/?ref=bookmarks,
TC ERQUINGHEM,Laurent DELIEGE,0320577180,HAUTS DE FRANCE,NORD,tenniserquinghem@gmail.com,http://www.club.fft.fr/tc.erquinghem-lys,149,144,,
CLUB LEO LAGRANGE ARMENTIERES,Christophe SIEMIENSKI,,HAUTS DE FRANCE,NORD,csiemienski@yahoo.fr,http://www.tennis-armentieres.fr/,139,139,,
TC FRELINGHIEN,Gerard FLAMANT,0681679273,HAUTS DE FRANCE,NORD,tcfrelinghien@gmail.com,,117,168,https://www.facebook.com/tcfrelinghien/,
TENNIS CLUB de LILLERS,Mathieu DHAISNE,,HAUTS DE FRANCE,PAS DE CALAIS,tennislillers@gmail.com,,46,46,https://www.facebook/TennisClubLillers,
TC FLEURBAIX,Timothe DENIEUL,,HAUTS DE FRANCE,PAS DE CALAIS,tcfleurbaix@gmail.com,http://tennisclubfleurbaix.fr,212,226,https://www.facebook.com/fleurbaixtennisclub/,
TC COMINES,Michel LECOMTE,,HAUTS DE FRANCE,NORD,,,114,142,,
TC LA CHAPELLE D'ARMENTIERES,Marcel TAVERNE,0320358800,HAUTS DE FRANCE,NORD,tcca@orange.fr,http://tennisclub-lachapelle.fr/,218,223,https://m.facebook.com/TennisClubChapellois/?locale2=fr_FR,
TENNIS COMPETITION  HOUPLINES,Jérémy BENOIST,,HAUTS DE FRANCE,NORD,floriancarpentier@cegetel.net,http://tch.wifeo.com,26,59,,
TC BOIS GRENIER RADINGHEM,Eric JUGE,0320771510,HAUTS DE FRANCE,NORD,tennis.boisgrenier.radinghem@gmail.com,,78,117,,
TC WERVICQ,Benoit FERLA,,HAUTS DE FRANCE,NORD,,,91,76,,
TC QUESNOY SUR DEULE,Didier LOSFELD,0320786271,HAUTS DE FRANCE,NORD,tcquesnoysien@fft.fr,http://club.fft.fr/tcq,147,179,,
TC RICHEBOURG - LA COUTURE,Thierry CONSTANTY,,HAUTS DE FRANCE,PAS DE CALAIS,peggy.baviere5@orange.fr,http://www.club.fft.fr/tcrl.richebourg,127,151,https://www.facebook.com/TCRL62,
BOUSBECQUE RAQUETTE TC,Jean Baptiste SOUGNIEZ,0320466413,HAUTS DE FRANCE,NORD,debruynedelphine.brtc@gmail.com,,74,94,,
AT BETHUNE,Bruno HANNECART,0321573230,HAUTS DE FRANCE,PAS DE CALAIS,tennis.bethunois@wanadoo.fr,http://www.club.fft.fr/atbethune,303,347,,
TC PERENCHIES,Nicolas HERNIGOU,0687477186,HAUTS DE FRANCE,NORD,tc.perenchies@fft.fr,http://tennis-perenchies.fr/,88,105,,
TC VERLINGHEM,Rémi ACCOU,,HAUTS DE FRANCE,NORD,tcverlinghem@gmail.com,http://www.club.fft.fr/tcverlinghem,144,150,https://fr-fr.facebook.com/TC.verlinghem/,
PREMESQUES TC,Eric CHIELENS,,HAUTS DE FRANCE,NORD,premesquestc@gmail.com,,3,57,,
TC HALLUIN,Arielle DELEGRANGE,0320239572,HAUTS DE FRANCE,NORD,tc-halluin@fft.fr,https://www.club.fft.fr/tc.halluin,280,287,https://www.facebook.com/tchalluinois,https://www.instagram.com/tchalluin
TC PUNEEN (LAPUGNOY),Philippe GAYOT,,HAUTS DE FRANCE,PAS DE CALAIS,philippe.gayot@hotmail.fr,,9,19,,
LOMPRET TC,Christine GUILLOT,,HAUTS DE FRANCE,NORD,lomprettennis@gmail.com,http://facebook,14,31,,
LINSELLES TC,Jean Charles DELVAS,0320460659,HAUTS DE FRANCE,NORD,11590112@fft.fr,http://www.club.fft.fr/tclinselles/,312,343,https://www.facebook.com/Linselles-Tennis-119924378126119/,
TC AUCHEL,Francky VASSEUR,0321264966,HAUTS DE FRANCE,PAS DE CALAIS,11620069@fft.fr,,152,163,,
TC CALONNE-RICOUART,Pascal RINGOT,0321628884,HAUTS DE FRANCE,PAS DE CALAIS,zacharewicz.olivier@laposte.net,,56,64,,
OSM LOMMOIS,Alain BOLLENGIER,0320096806,HAUTS DE FRANCE,NORD,osmltennis@gmail.com,http://www.osmlommetennis.fr,379,415,https://www.facebook.com/Osml-Tennis-200096157179101/,https://www.instagram.com/?hl=fr
TC RONCQ,Valery OLIVE,0320372139,HAUTS DE FRANCE,NORD,tcroncq@fft.fr,http://club.fft.fr/tennisclubderoncq,230,279,,
TC WIMEREUX,Maurice LEVISSE,0321324746,HAUTS DE FRANCE,PAS DE CALAIS,tennis-wimereux@fft.fr,http://www.club.fft.fr/tennis-wimereux,346,422,,
ASSOCIATION SPORTIVE TENNIS BEUVRYGEOIS,Christophe VANELLE,0675865307,HAUTS DE FRANCE,PAS DE CALAIS,,,42,77,,
TC WAMBRECHIES,Yves LEFOULGOC,0953145335,HAUTS DE FRANCE,NORD,tennis.wambrechies@gmail.com,https://club.fft.fr/tcwambrechies,228,255,https://fr-fr.facebook.com/TCWambrechies/,https://instagram.com/tennisclubwambrechies
TC HERLIES,Jean-Pierre TEMBUYSER,0320291018,HAUTS DE FRANCE,NORD,herlies.tennis-club@orange.fr,http://www.tcherlies.fr,300,374,,
TC DES SPORTS REUNIS DE LOMME DELIVRANCE,Benoit CHRETIEN,,HAUTS DE FRANCE,NORD,chretien.benoit@wanadoo.fr,http://www.srld-tennis.fr/,43,44,https://www.facebook.com/SRLDTENNIS/?ref=page_internal,
TC VERQUIGNEUL,Gérard MACKE,,HAUTS DE FRANCE,PAS DE CALAIS,gerard.macke@cegetel.net,,17,13,,
SAINT-MICHEL SPORTS MARQUETTE,Marcel BERTHE,0963291878,HAUTS DE FRANCE,NORD,infos.smsm@gmail.com,,210,258,,
TC BRUAY LA BUISSIERE,Jean-Marie CHOQUET,0321539787,HAUTS DE FRANCE,PAS DE CALAIS,usobltennis@gmail.com,http://usobltennis.jimdo.com/,160,164,http://Tennis Club De Bruay La Buissière,
TC SAINT MARTIN BOULOGNE,Patrick PRUVOST,0668943136,HAUTS DE FRANCE,PAS DE CALAIS,ppruvost62@gmail.com,http://tcsm62.org,140,155,,
TC SEQUEDIN,Maureen LECOCQ,0320076587,HAUTS DE FRANCE,NORD,tcsequedin@gmail.com,http://www.club.fft.fr/tcsequedin,145,160,http://www.facebook.com/TennisClubSequedin/,http://instagram.com/tennisclubsequedin
TU BONDUES,Aurélien ROUET,0320890909,HAUTS DE FRANCE,NORD,tub@tubondues.fr,http://www.club.fft.fr/tubondues/,286,387,https://www.facebook.com/TUB.Bondues/?epa=SEARCH_BOX,
IRIS TC LAMBERSART,Patrick LAGORSSE,0366969133,HAUTS DE FRANCE,NORD,iristennisclub@gmail.com,http://www.iris-tennis-club.com,519,543,https://www.facebook.com/profile.php?id=100008266322867&fref=search&__tn__=%2Cd%2CP-R&eid=ARB-SjPdMpp88ynsh3kEDCS4CfDcyL5TB9VDGy42PXtX7uMBO-zWRlxvYiIqVsgbUtKUmNQfgMQVPa2m,
NEW LAWN TC LAMBERSART,Sylvain LECLERCQ,0320921041,HAUTS DE FRANCE,NORD,contact@newlawn.fr,http://newlawn.fr,460,464,https://www.facebook.com/people/New-Lawn-Tennis-Club-Lambersart/100057112643756/,
TC BOULOGNE-SUR-MER,Franck PAQUE,0321804602,HAUTS DE FRANCE,PAS DE CALAIS,tc.boulogne@wanadoo.fr,https://www.tennisclubboulognesurmer.net,458,686,https://www.facebook.com/TCBOULOGNE/?ref=settings,https://www.instagram.com/tennisclubboulonnais/?hl=fr
TC DIVION,Angélique GUILLAIN,,HAUTS DE FRANCE,PAS DE CALAIS,tennisclubdivion@gmail.com,,3,3,,
TC MARCQ-EN-BAROEUL,Pierre Alain AUBERGER,0320316971,HAUTS DE FRANCE,NORD,tcmarcq@wanadoo.fr,http://tcmarcq.fr,566,605,https://www.facebook.com/tcmarcq/,
LA MADELEINE T.C.,Christophe HAUMONT,0362141726,HAUTS DE FRANCE,NORD,pro.lmtc@fft.fr,http://www.lmtc.fr,568,672,http://www.facebook.com/LMTC59110/,https://www.instagram.com/lmtc59110
O.C.&amp; LOIS.NEUVILLE-EN-FERRAIN,Sandra CAU,0676336755,HAUTS DE FRANCE,NORD,ocltennis@outlook.fr,http://www.ocltennisnef.fr,170,240,https://fr-fr.facebook.com/ocltennis.neuville/,
CLUB ART &amp; CULT VAUBAN : LILLE,,0320318648,HAUTS DE FRANCE,NORD,vauban.csa@neuf.fr,http://www.csacvauban.net,14,19,,
TC SANTES,Damien FRON,0320501441,HAUTS DE FRANCE,NORD,tcsantes@free.fr,http://www.tcsantes.fr,66,189,,
SAINGHIN TC,Jean-Michel AUDUBERT,0950488672,HAUTS DE FRANCE,NORD,club@sainghin-tennis.org,http://www.club.fft.fr/sainghin.tennis,232,345,https://facebook.com/sainghintennisclub,
AT MOUVAUX,Eric DEFRANCE,0320707595,HAUTS DE FRANCE,NORD,contact@atmouvaux.com,http://www.atmouvaux.com,424,527,,
LIGUE HAUTS DE FRANCE TENNIS,,0320818730,HAUTS DE FRANCE,Comité (L0) de la LIGUE HAUTS DE FRANCE,ligue.haustdefrance@fft.fr,http://www.ligue.fft.fr/hautsdefrance,,,https://www.facebook.com/LigueHDF.Tennis/,https://www.instagram.com/liguehdftennis/
CLUB GREEN HAUBOURDIN TENNIS,Damien THIBAUT,0320501505,HAUTS DE FRANCE,NORD,cghtennis@gmail.com,http://clubdetennishaubourdin.unblog.fr/,73,123,https://www.facebook.com/ClubGreenHaubourdinTennis/,
U.S. TOURCOING,XAVIER DURTESTE,0320240404,HAUTS DE FRANCE,NORD,durtestex@aol.com,http://www.tennis-tourcoing.com,311,359,https://www.facebook.com/USTourcoing.tennis/,https://www.instagram.com/ust_tennis/?hl=fr
TC LOOS,Michel SCIACCHITANO,0320448542,HAUTS DE FRANCE,NORD,tc.loos@aliceadsl.fr,http://www.club.fft.fr/tcloos,184,180,https://www.facebook.com/TennisClubLoos/,
CLUB EMMERINOIS DE TENNIS,Jean-Claude VANELLE,,HAUTS DE FRANCE,NORD,jeanclaude.vanelle@orange.fr,http://www.club.fft.fr/emmerin,237,235,,
TC SAINT ANDRE,Georges NIQUET,0320408106,HAUTS DE FRANCE,NORD,pecniquet@yahoo.fr,http://tc-sa.org,286,244,http://facebook.com/tcsa59.fr,
FJEP SAINT-ETIENNE-AU-MONT,Olivier MARION,,HAUTS DE FRANCE,PAS DE CALAIS,andalat@gmail.com,,6,5,,
FETE LE MUR LILLE,Cecile CAIGNAERT,,HAUTS DE FRANCE,NORD,mokrane.mestour@fetelemur.com,https://fetelemur.com/implantation/lille/,65,128,https://www.facebook.com/flmlille,
TC WASQUEHAL,Didier MARCHESE,0320738302,HAUTS DE FRANCE,NORD,oliviermacarez@tennisclubwasquehal.fr,http://www.tennisclubwasquehal.fr/,252,480,http://Tennis Club Wasquehal@wasquehal.fr,
TC LILLOIS LILLE METROPOLE,Antoine SUEUR,0320384700,HAUTS DE FRANCE,NORD,tennis-club.lillois@fft.fr,http://www.tcllm.fr/,665,754,https://www.facebook.com/T.C.LILLE/?ref=bookmarks,https://www.instagram.com/tclillois_lm/?hl=fr
TC HOUDAIN,Lucie HOREN,0649449627,HAUTS DE FRANCE,PAS DE CALAIS,ecoletch@gmail.com,https://www.facebook.com/ecoletch?fref=ts,119,119,,
TC DOUVRIN,Bruno VERCAMBRE,,HAUTS DE FRANCE,PAS DE CALAIS,tennisclub.douvrin@gmail.com,https://tennisclubdedouvrin.jimdo.com/,58,72,https://www.facebook.com/tennisclubdedouvrin/,
MAZINGARBE TC,Michaël FOMBELLE,0610550300,HAUTS DE FRANCE,PAS DE CALAIS,fombelle.michael@orange.fr,,45,66,,
CERCLE LAIQUE TENNIS BARLIN,Joel HERBERT,0616723030,HAUTS DE FRANCE,PAS DE CALAIS,tcbarlin@gmail.com,http://tcbarlin.blogspot.com,7,16,,
AS VICTOR HUGO : CROIX,Michel CALLEWAERT,0320728139,HAUTS DE FRANCE,NORD,callewaertmichel@gmail.com,http://asvh.tcmanager.org,162,171,,
MONS TC,Delphine JOLY,0320045005,HAUTS DE FRANCE,NORD,mtc-monstennisclub@fft.fr,http://www.club.fft.fr/mons.tc/,226,253,,
TC FLANDRES - CROIX,Serge MERLIER,0320723652,HAUTS DE FRANCE,NORD,tennis-club.croix@wanadoo.fr,,277,399,https://www.facebook.com/tcflandrescroix/,https://www.instagram.com/tc_flandres_croix/?r=nametag
RACING TENNIS CLUB DE ROUBAIX,François NELIAS,0320988054,HAUTS DE FRANCE,NORD,contact@racing-tennis.fr,https://www.racing-tennis.fr/,721,651,https://www.facebook.com/groups/51061193292/,https://www.instagram.com/racing_tennis_club_roubaix
LILLE UNIVERSITE CLUB,Thierry LANDRON,0320589191,HAUTS DE FRANCE,NORD,contact@luc.asso.fr,https://www.luc.asso.fr,2,70,https://fr-fr.facebook.com/LilleUniversiteClub,
TC CONDETTE,Yvan HENAULT,0623682904,HAUTS DE FRANCE,PAS DE CALAIS,tennisclubcondette@gmail.com,http://tccondette.wix.com/tennisclubdecondette,62,63,https://www.facebook.com/profile.php?id=100017074207354,
WATTRELOS TC,Jean-Luc CAPPELIER,0320832823,HAUTS DE FRANCE,NORD,tenniswtc@yahoo.fr,http://www.wattrelos-tennis-club.fr/,360,418,https://www.facebook.com/WattrelosTC,https://www.instagram.com/wattrelos
TC NOYELLES-LES-SECLIN,Fabrice FLAMENT,0320327737,HAUTS DE FRANCE,NORD,tennisnoyellesseclin@fft.fr,https://tcnoyelleslesseclin.wordpress.com/,219,212,,
CLUB SPORT &amp; LOISIRS GENDARMERIE VILLENEUVE D'ASCQ,Christophe DUHEM,0320559585,HAUTS DE FRANCE,NORD,,,6,7,,
TC BAUVIN/PROVIN,Christophe FURMANIAK,0772266419,HAUTS DE FRANCE,NORD,contact@tennisclubbauvinprovin.fr,https://www.tennisclubbauvinprovin.fr/,75,82,https://www.facebook.com/tcbauvinprovin/,
TC HOUPLIN ANCOISNE,Patrick VANDRIESSCHE,0644771279,HAUTS DE FRANCE,NORD,tennisclubhouplinancoisne@gmail.com,https://www.mairie-houplin-ancoisne.fr/sport/tennis/,42,50,https://www.facebook.com/TENNISCHA,
TC ANNOEULLIN,Sabrina WAMBERGUE,0643416152,HAUTS DE FRANCE,NORD,contact@tcannoeullin.fr,http://www.tcannoeullin.fr/,150,201,,
TC HELLEMMOIS,Bruno PONCHEL,0320339862,HAUTS DE FRANCE,NORD,tchellemmes@orange.fr,https://ballejaune.com/club/tchellemmes,404,416,https://www.facebook.com/tchellemmes,https://www.instagram.com/tchellemmes
WATTIGNIES OLYMPIQUE TC,Jean-Michel WAYMEL,0320960101,HAUTS DE FRANCE,NORD,jmwaymel@esi-france.fr,http://www.tenniswattignies.fr/,48,80,,
TC RONCHIN,Ludovic RAMONET,0320880770,HAUTS DE FRANCE,NORD,contact@tennis-club-ronchin.fr,http://www.tennis-club-ronchin.fr,572,580,https://www.facebook.com/TennisClubRonchin,
TC FACHES THUMESNIL,Thierry CHOTEAU,0781416335,HAUTS DE FRANCE,NORD,tcft2012@gmail.com,http://tcft.fr,159,171,https://www.facebook.com/Tcft.Tennis/,
TC GONDECOURT,Thierry SALIOU,0951985084,HAUTS DE FRANCE,NORD,tcgondecourt@gmail.com,https://tcgondecourt.fr/,276,277,https://www.facebook.com/tcgondecourt/,
