Club,President,Telephone,Ligue,Comite,Email,Site internet,Nombre de membres,Nombre de membres l'annee derniere,Facebook,Instagram
VER SUR MER TC,Marie-Noëlle DELBAERE,0231222186,NORMANDIE,CALVADOS,tc.versurmer@orange.fr,https://tcversurmer.wixsite.com/tcversurmer,128,129,https://www.facebook.com/versurmer.tc,
CABOURG TENNIS CLUB SPORTING,Pascal GODEFROY,0688890527,NORMANDIE,CALVADOS,infos@stagesnormandie.fr,http://www.stagesnormandie.fr,110,36,,
CABOURG GARDEN TENNIS,Sophie PALLU,0231919191,NORMANDIE,CALVADOS,garden.tennis.asso@gmail.com,http://www.gardentc.fr/,177,218,,
THURY HARCOURT TCH,Yann GUILLOUX,0610359580,NORMANDIE,CALVADOS,tennis.thury@gmail.com,http://www.club.fft.fr/tc.harcourtois,66,58,https://www.facebook.com/Tennis-Club-Harcourtois-1446801518934488/,
MEZIDON CANON USC,Anthony POIDEVIN,0781028323,NORMANDIE,CALVADOS,18140018@fft.fr,http://www.club.fft.fr/uscmezidontennis,98,91,,
VILLERS BOCAGE TC,Vianney HUE,0231770185,NORMANDIE,CALVADOS,tcvb14@yahoo.fr,,105,115,https://www.facebook.com/pg/tennisvillersbocage/about/,
HOULGATE SC,Olivier PERRARD,0699788708,NORMANDIE,CALVADOS,barba.patrick@gmail.com,,240,270,,
ARROMANCHES TENNIS PORT WINSTON,Romuald SAVIDAN,0231223440,NORMANDIE,CALVADOS,tcarromanches@gmail.com,,82,128,,
POTIGNY TC,Nicolas GALLIER,,NORMANDIE,CALVADOS,potigny.tennis@yahoo.fr,,128,126,https://www.facebook.com/tennisclub.potigny,
BAYEUX TC,Nikolas RENAUD,0231922305,NORMANDIE,CALVADOS,tennisclubbayeux@fft.fr,http://www.club.fft.fr/tennisclubbayeux,293,340,https://www.facebook.com/Tennis-Club-Bayeux-165879530160533/?ref=br_rs,
FALAISE ES,Emmanuel BOULEY,0608163036,NORMANDIE,CALVADOS,esf-tennis@orange.fr,https://esftennisblog.wordpress.com/,199,207,https://www.facebook.com/Esf-Tennis-283488945842681/,https://www.instagram.com/esftennis
SAINT ARNOULT TC,Alain MUTIN,0231981122,NORMANDIE,CALVADOS,mutin.alain@gmail.com,,45,57,,
DEAUVILLE SC,Christian DE VILLENEUVE,,NORMANDIE,CALVADOS,,,18,28,,
LE MOLAY LITTRY TC,Bernard DELAVALLEE,,NORMANDIE,CALVADOS,,,41,26,,
DEAUVILLE Association sports loisirs et culture,Sophie LE FOLL,0231818284,NORMANDIE,CALVADOS,clubdesport@amiraute.com,http://www.amiraute.com,3,15,,
TOUQUES TC COTE FLEURIE,Baptiste RASSET,0231883767,NORMANDIE,CALVADOS,tennisclubdetouques@hotmail.fr,http://www.tctouques.fr,160,198,https://www.facebook.com/tctouques/,
TROUVILLE SUR MER TC,François VALLERIAUX,,NORMANDIE,CALVADOS,mirvalleriaux@hotmail.fr,,21,38,,
CONDE SUR NOIREAU TC,Christophe FOUCAT,0699916645,NORMANDIE,CALVADOS,tccn@outlook.fr,http://www.club.fft.fr/tc.conde-sur-noireau,142,145,https://m.facebook.com/tccn14/,
SAINT PIERRE DU REGARD TC,Yves DESPLATZ,0231694841,NORMANDIE,ORNE,18610580@fft.fr,http://www.club.fft.fr/tcstpierreduregard/,63,83,https://www.facebook.com/TennisClub.StPierreDuRegard.61/,
Tennis Club Blangy Pont-L'Evêque Intercom,Benoît RIVIERE,0231642253,NORMANDIE,CALVADOS,tcbpi@fft.fr,http://www.tcbpi.sportsregions.fr,75,79,https://www.facebook.com/tennispontleveque/,
TREVIERES TC,Anne Marie DURAND,0667697474,NORMANDIE,CALVADOS,anne-marie.durand01@orange.fr,,16,23,,
LIVAROT ESL TENNIS,virginie DUFAG,,NORMANDIE,CALVADOS,livarot.tennis@orange.fr,http://livarottennis.asso-web.com,81,87,http://es livarot tennis.com,
LISIEUX TCA,François GOSSET,0231622680,NORMANDIE,CALVADOS,tcalisieux@wanadoo.fr,http://www.tcal-lisieux.fr,317,349,,
MONT SAINT LEGER,Philippe AUSCHER,0231641325,NORMANDIE,CALVADOS,club@montsaintleger.net,,20,50,,
TORIGNI SAINT AMAND TC,Christophe LECONTE,,NORMANDIE,MANCHE,tctorigni@gmail.com,,79,100,,
PUTANGES US,Stéphane GACOIN,0607694927,NORMANDIE,ORNE,gacoinstephane@gmail.com,,21,36,,
SAINT GEORGES DES GROSEILLERS TC,Grégory CORDURIÉ,0681735967,NORMANDIE,ORNE,tcstgeorgesdesgroseillers@gmail.com,,137,160,https://www.facebook.com/people/TC-Saint-Georges-Des-Groseillers/100010507290819,
SAINTE ADRESSE ATSA,Camille DANIEL,0235543999,NORMANDIE,SEINE MARITIME,tennis.atsa@gmail.com,https://ballejaune.com/club/atsa,332,311,https://www.facebook.com/profile.php?id=100013358470127,
LE HAVRE TC,Fabien HAUBERT,0235460863,NORMANDIE,SEINE MARITIME,admin@havre-tennis-club.fr,http://www.havre-tennis-club.fr,174,177,https://www.facebook.com/havretennisclub76/,
LE HAVRE AC,Yves LE ROUGE,0235460868,NORMANDIE,SEINE MARITIME,contact@hac-tennis.com,http://www.hac-tennis.fr,610,774,https://fr-fr.facebook.com/pages/category/Sports-Team/Hac-Tennis-180378208670135/,
VIMOUTIERS TC,Kevin ANDRE,0785510802,NORMANDIE,ORNE,kevin.and@hotmail.com,http://www.tcvimoutiers.fr,27,18,,
LE HAVRE CSSM,Nicolas COGNET,0668992492,NORMANDIE,SEINE MARITIME,cssm.tennis@gmail.com,http://cssmtennis-lehavre.clubeo.com/,98,136,,
LE HAVRE PAUL ELUARD,Dominique LOQUETTE,0235483303,NORMANDIE,SEINE MARITIME,,,8,10,,
FLERS TC,Sébastien MAREK,0681912086,NORMANDIE,ORNE,tc.flers.61@fft.fr,http://www.club.fft.fr/tc-flers/,167,182,,
HONFLEUR TC,Camille PRUDHOMME,0231890603,NORMANDIE,CALVADOS,tchonfleur@gmail.com,http://club.fft.fr/tchonfleur/58140013_a/cms/index_public.php?us_action=show_not,148,193,https://www.facebook.com/Tennisclubhonfleur/?ref=bookmarks,
LIGUE NORMANDIE TENNIS,,,NORMANDIE,Comité (L0) de la LIGUE NORMANDIE,ligue.normandie@fft.fr,,26,36,,
VIRE USM,Hélène LEPROVOST,0231677556,NORMANDIE,CALVADOS,usmv.tennis@wanadoo.fr,,137,172,,
LE HAVRE'S SPORT TENNIS,Stéphane MALLET,0232747400,NORMANDIE,SEINE MARITIME,havresporttennis@havre-port.fr,http://www.club.fft.fr/portduhavre.tennis/,83,83,https://www.facebook.com/havresporttennis,
SAINT LO TC,Maxime HOPQUIN,0233570578,NORMANDIE,MANCHE,tcsaintlois@orange.fr,http://www.tennisclubsaintlois.fr/,283,301,https://fr-fr.facebook.com/tennisclubsaintlois/,https://www.instagram.com/tc_saint_lo/
SAINT LO ASPTT MANCHE TENNIS,Ludovic MAHAUX,,NORMANDIE,MANCHE,saint-lo@asptt.com,http://www.saint-lo-manche.asptt.com,27,24,,
LE HAVRE AC,Yves LE ROUGE,0235460868,NORMANDIE,SEINE MARITIME,contact@hac-tennis.com,http://www.hac-tennis.fr,610,774,https://fr-fr.facebook.com/pages/category/Sports-Team/Hac-Tennis-180378208670135/,
VIMOUTIERS TC,Kevin ANDRE,0785510802,NORMANDIE,ORNE,kevin.and@hotmail.com,http://www.tcvimoutiers.fr,27,18,,
LE HAVRE CSSM,Nicolas COGNET,0668992492,NORMANDIE,SEINE MARITIME,cssm.tennis@gmail.com,http://cssmtennis-lehavre.clubeo.com/,98,136,,
LE HAVRE PAUL ELUARD,Dominique LOQUETTE,0235483303,NORMANDIE,SEINE MARITIME,,,8,10,,
FLERS TC,Sébastien MAREK,0681912086,NORMANDIE,ORNE,tc.flers.61@fft.fr,http://www.club.fft.fr/tc-flers/,167,182,,
HONFLEUR TC,Camille PRUDHOMME,0231890603,NORMANDIE,CALVADOS,tchonfleur@gmail.com,http://club.fft.fr/tchonfleur/58140013_a/cms/index_public.php?us_action=show_not,148,193,https://www.facebook.com/Tennisclubhonfleur/?ref=bookmarks,
LIGUE NORMANDIE TENNIS,,,NORMANDIE,Comité (L0) de la LIGUE NORMANDIE,ligue.normandie@fft.fr,,26,36,,
VIRE USM,Hélène LEPROVOST,0231677556,NORMANDIE,CALVADOS,usmv.tennis@wanadoo.fr,,137,172,,
LE HAVRE'S SPORT TENNIS,Stéphane MALLET,0232747400,NORMANDIE,SEINE MARITIME,havresporttennis@havre-port.fr,http://www.club.fft.fr/portduhavre.tennis/,83,83,https://www.facebook.com/havresporttennis,
SAINT LO TC,Maxime HOPQUIN,0233570578,NORMANDIE,MANCHE,tcsaintlois@orange.fr,http://www.tennisclubsaintlois.fr/,283,301,https://fr-fr.facebook.com/tennisclubsaintlois/,https://www.instagram.com/tc_saint_lo/
SAINT LO ASPTT MANCHE TENNIS,Ludovic MAHAUX,,NORMANDIE,MANCHE,saint-lo@asptt.com,http://www.saint-lo-manche.asptt.com,27,24,,
SAINT GEORGES DE MONTCOCQ AS,Julien TALVAST,0625437317,NORMANDIE,MANCHE,guezais.romain@gmail.com,http://www.club.fft.fr/tc.stgeorgesmontcocq/,58,81,https://www.facebook.com/tc.stgeorgesmontcocq/,
GRANDCAMP MAISY TC,Pascal GOUBERT,0676292857,NORMANDIE,CALVADOS,tc.grandcampmaisy@gmail.com,,85,78,,
HARFLEUR SAFRAN NACELLES NDIE SPORTS,Bertrand BYTTEBIER,,NORMANDIE,SEINE MARITIME,,https://www.cesafrannacelles76.org/sports/sections-sportives/390-tennis.html,14,18,,
BRIOUZE,Maud ROBERT,,NORMANDIE,ORNE,jmmr5405@gmail.com,http://www.club.fft.fr/tcbriouze,149,166,https://ocb tennis briouze,
TINCHEBRAY SPORT TENNIS,Jérôme CHANAT,0603559376,NORMANDIE,ORNE,jeromechanat@sfr.fr,https://sites.google.com/site/tctinchebray,87,99,http://tennisclubtinchebray,
MESSEI TC,Cedric RENAULT,0233967199,NORMANDIE,ORNE,cedricrenault@orange.fr,,9,10,,
ARGENTAN ASPTT,SYLVIE SAUVAGET,0233670127,NORMANDIE,ORNE,esmel61570@yahoo.fr,,18,9,,
FONTAINE LA MALLET UFT,mathieu MATON,0663279525,NORMANDIE,SEINE MARITIME,uft.tennis@gmail.com,,85,102,http://Union Fontainaise Tennis,
BROGLIE TC,Catherine CARPENTIER,0672454039,NORMANDIE,EURE,broglietc@gmail.com,http://www.club.fft.fr/tcbroglie,56,58,,
SAINT LO MANCHE TC,Joachim MARIE,0233051999,NORMANDIE,MANCHE,manchetennisclub@free.fr,http://www.manchetc.fr,220,238,https://www.facebook.com/manchetennisclub/,
AS TOTAL PLATEFORME NDIE,Pierre MAILLARD,0235471705,NORMANDIE,SEINE MARITIME,,http://totalpetrochemicals.skyrock.com/,26,26,,
LE HAVRE TC MUNICIPAL,Christian BARTHELEMY,0235471705,NORMANDIE,SEINE MARITIME,tcmlehavre@wanadoo.fr,http://www.tcmh.fr/,337,282,https://www.facebook.com/tjd.martin/,
OCTEVILLE SUR MER TC,Domitille LEPARMENTIER,0671755397,NORMANDIE,SEINE MARITIME,18760575@fft.fr,http://www.club.fft.fr/tcocteville,216,219,https://www.facebook.com/TCOcteville/,https://www.instagram.com/tcocteville/
BEUZEVILLE BAC TENNIS,Melanie RIOLS,0781465182,NORMANDIE,EURE,bactennis@orange.fr,http://www.club.fft.fr/bactennis/58270359_a/cms/index_public.php?us_action=show_note_site&ui_id_site=1,142,188,https://www.facebook.com/bactennis/,
HARFLEUR TC,Florent NAZE,0235458928,NORMANDIE,SEINE MARITIME,tennisclubharfleur@yahoo.fr,http://www.club.fft.fr/harfleur.tc/,220,252,https://www.facebook.com/TennisClubHarfleur/,
ECOUCHE,Joël POUSSIER,0683601476,NORMANDIE,ORNE,ecouche.tennis-club@orange.fr,,71,91,,
CORMEILLES TC,Thierry FONTAINE,0687750903,NORMANDIE,EURE,t.fontaine@cabinet-benard-duval.com,,173,177,https://www.facebook.com/tennisclub.cormeilles,
ARGENTAN TC,Thierry MOREL,0233350922,NORMANDIE,ORNE,tcargentan@gmail.com,http://www.tcargentan.fr,146,162,,
PONT HEBERT TC  BORDS DE VIRE,Richard SANCHEZ,0642109619,NORMANDIE,MANCHE,richardetstephanie.sanchez@orange.fr,,83,57,https://www.facebook.com/Tennis-Club-des-Bords-de-Vire-133582880656266/,
TESSY SUR VIRE TC,Franck JOUENNE,0233559083,NORMANDIE,MANCHE,,,19,15,,
GROUPE MONTIVILLON DE TENNIS,Nicolas POISSONNIERE,0235305492,NORMANDIE,SEINE MARITIME,gmt-montivilliers@fft.fr,http://www.gmt-lhmetropole.com,811,804,https://www.facebook.com/GMTTENNIS,
GONFREVILLE L ORCHER ESM,Christian RICHARD,0277002329,NORMANDIE,SEINE MARITIME,goascoz.didieresmgotenis@sfr.fr,http://www.esmgotennis.com/,98,107,,
LA FERRIERE AUX ETANGS,Jean-Philippe BLANCHARD,,NORMANDIE,ORNE,tc.laferriere.61@fft.fr,,22,27,,
SAINT MARTIN DU MANOIR TC,Laurent BOULANGER,0642620176,NORMANDIE,SEINE MARITIME,tcsmm76290@gmail.com,http://www.club.fft.fr/saintmartindumanoir,205,203,http://www.facebook.com/tcsmm,
ORBEC TC,Francois MEJEAN,0231328826,NORMANDIE,CALVADOS,58140161@fft.fr,http://www.club.fft.fr/tcorbec/18140161_a/cms/,88,89,,
THIBERVILLE ASSOCIATION SPORTIVE DU TENNIS,MICHEL BREQUIGNY,0651333659,NORMANDIE,EURE,tennis.thiberville@gmail.com,,20,21,,
EPOUVILLE AMICALE LAIQUE DU ROULLE,Pascal GOUVIER,,NORMANDIE,SEINE MARITIME,epouville.alr@laposte.net,,16,26,,
LIEUREY TC,Frederic PEUFFIER,0630587731,NORMANDIE,EURE,peuffier.frederic@wanadoo.fr,,137,130,https://www.facebook.com/Tennis-Club-de-Lieurey,
TENNIS CLUB DE MARIGNY-LE LOZON,vincent LEGRAND,0780507323,NORMANDIE,MANCHE,tc.marigny50@gmail.com,http://club.quomodo.com/tennis-club-marigny/index_.html,52,53,https://www.facebook.com/TennisClubMarigny/,
TURRETOT TC,Jean Luc ARCADE,0235550991,NORMANDIE,SEINE MARITIME,tc-turretot@orange.fr,http://www.club.fft.fr/turretot-tc,179,178,http://www.club.fft.fr/turretot-tc,
SAINT JOUIN BRUNEVAL TC,Stephane QUEHEN,0235302353,NORMANDIE,SEINE MARITIME,guy.lepeutrec@sfr.fr,http://tcsaintjouinbruneval.fr,32,53,,
SOURDEVAL,Emilie GANNE,0635185600,NORMANDIE,MANCHE,tennis.sourdeval@gmail.com,,39,39,,
CARENTAN TC,olivier BACON,0609360238,NORMANDIE,MANCHE,oliobacon@gmail.com,https://www.facebook.com/tennisclubcarentan/,107,119,,
TC de l'Estuaire,Philippe LEGRAND,0961357605,NORMANDIE,SEINE MARITIME,tce76@orange.fr,,309,333,https://www.facebook.com/Saint.Romain.Tennis.Club/?ref=bookmarks,
GACE TC,Christophe BERTET,0664037718,NORMANDIE,ORNE,bertetchristophe@yahoo.fr,http://www.club.fft.fr/clubtennisgace,37,40,,
PONT AUDEMER TC,Gisele LE MAREC,,NORMANDIE,EURE,tcpa.infos@orange.fr,http://tennisclubpontaudemer.weebly.com,216,238,https://www.facebook.com/TCPontaudemer/,
MAGNY LE DESERT  AM,Thierry LESAULE,0672133679,NORMANDIE,ORNE,dc028@cegetel.net,,46,52,,
TENNIS CAP DE CAUX,Sebastien DUCOUDRAY,,NORMANDIE,SEINE MARITIME,tcc@orange.fr,,34,33,,
DOMFRONT TC,Sonia LOZIVIT,0682440238,NORMANDIE,ORNE,soniajl@wanadoo.fr,,83,106,https://www.facebook.com/domfronttennis/,
BAGNOLES DE L ORNE TC,Jérôme COSNEAU,0233379853,NORMANDIE,ORNE,tc.bagnolais@fft.fr,http://www.club.fft.fr/tc.bagnolesdelorne/,81,117,https://www.facebook.com/profile.php?id=100014307285440,
BERNAY SC,Etienne LAMBERDIERE,0616532089,NORMANDIE,EURE,bernay.tennisclub@wanadoo.fr,http://tennis-bernay.e-monsite.com,151,145,https://www.facebook.com/TennisBernay/,
JUVIGNY SOUS ANDAINE TC,Catherine DUTEIL,,NORMANDIE,ORNE,cathyduteil@yahoo.fr,,17,20,,
ETRETAT TC,Helene RECHER,0633677750,NORMANDIE,SEINE MARITIME,tennis.etretat@orange.fr,,201,152,https://m.facebook.com/TennisClubEtretat,
VILLEDIEU LES POELES CLUB SPORTIF TENNIS,Jean Christophe LEGENTIL,0611816276,NORMANDIE,MANCHE,csvilledieutennis@gmail.com,https://sites.google.com/site/tennisclubvilledieu/,114,139,https://www.facebook.com/tcvilledieu/,
LE MERLERAULT,JEAN-PIERRE MAST,,NORMANDIE,ORNE,tclemerlerault@gmail.com,https://tclemerlerault.jimdo.com/,106,121,https://www.facebook.com/tennismerlerault,
SAINTE MERE EGLISE TC DU PLAIN,Claire BROHIER,0233413522,NORMANDIE,MANCHE,farfalla@orange.fr,http://www.club.fft.fr/tc.saintemereeglise/,43,70,,
BARENTON-GER TC,Jean philippe RECTON,0233694722,NORMANDIE,MANCHE,barentongertc@gmail.com,,26,30,https://www.facebook.com/Barenton-Ger-TC-963054127202032,
RONCEY DE LA VANNE TC,REMI PEPIN,0233469540,NORMANDIE,MANCHE,pepin.elisabeth@sfr.fr,,8,9,,
GODERVILLE TC,Jean Pierre BECHE FLOCIN,0678824096,NORMANDIE,SEINE MARITIME,goder.tennisclub@orange.fr,http://www.club.fft.fr/godervilletennisclub,95,111,https://www.goderville tennis club,
BOLBEC TC,Jose GINER,0232840060,NORMANDIE,SEINE MARITIME,tcbolbec@gmail.com,http://tcbolbec.com,174,151,,
LES LOGES TC,David SAINT MARTIN,,NORMANDIE,SEINE MARITIME,,http://www.club.fft.fr/tennisclublesloges,11,11,,
GRUCHET LE VALASSE,Christian PERRON,,NORMANDIE,SEINE MARITIME,,,6,11,,
PERIERS SPORTS TENNIS,Didier LECLERE,0233459326,NORMANDIE,MANCHE,,,61,72,,
SAINT PHILBERT A C,Michel TIHY,0682695867,NORMANDIE,EURE,infos@spactennis.fr,http://www.spactennis.fr,201,136,http://facebook.com/spactennis,
SEES TC,Estelle DESVIGNES,0769503621,NORMANDIE,ORNE,tc.sees.61@fft.fr,http://www.club.fft.fr/tc.sees,82,84,https://www.facebook.com/tennisclubdesees/,
QUINEVILLE TC,RENE LUCAS,0233214112,NORMANDIE,MANCHE,eolianepro@gmail.com,,3,1,,
COURCY TC,Nicolas JOURDAN,,NORMANDIE,MANCHE,n.jourdan736@gmail.com,,11,13,,
LILLEBONNE US,Christophe ARCANGIOLI,0616668389,NORMANDIE,SEINE MARITIME,christophe.arcangioli@wanadoo.fr,http://www.club.fft.fr/uslillebonne,192,185,https://m.facebook.com>usl.tennis.1,
NOTRE DAME DE GRAVENCHON TC,Yvon RABIOT,0235315758,NORMANDIE,SEINE MARITIME,csg.clubtennis@orange.fr,http://www.club.fft.fr/gravenchontennis,161,187,,
LA FRENAYE TC,Serge LEFRANCOIS,0235380648,NORMANDIE,SEINE MARITIME,,,86,106,,
FROBERVILLE TC,Christian MARTIN,0622220121,NORMANDIE,SEINE MARITIME,cabinet.c.martin@sfr.fr,https://tennisclubfroberville.fr/,72,60,https://www.facebook.com/TCFroberville/?ref=bookmarks,
SERQUIGNY TC,Eric LEFEBVRE,,NORMANDIE,EURE,,,11,7,,
BRIONNE TC,François HENRY,0232454440,NORMANDIE,EURE,martin.denis11@wanadoo.fr,http://pageperso.aol.fr/csubtennis/index.htm?f=fs,38,50,,
SAUSSEY TC,Christophe DUCHEMIN,,NORMANDIE,MANCHE,,,12,15,,
NASSANDRES TENNIS RISLOIS,Xavier SCAVENNEC,0632370436,NORMANDIE,EURE,nassandres.tennis.rislois@gmail.com,https://www.club.fft.fr/nassandrestr,128,136,,
COUTANCES TC,Jean Claude FRICAN,0233075031,NORMANDIE,MANCHE,coutances.tc@wanadoo.fr,,136,141,,
MONTEBOURG TC,Denis GUIARD,0664207778,NORMANDIE,MANCHE,tennis.club.montebourg@gmail.com,http://www.club.fft.fr/tc.montebourg/,49,57,https://www.facebook.com/Tennis-Club-Montebourg-726649374049277/,
