Club,President,Telephone,Ligue,Comite,Email,Site internet,Nombre de membres,Nombre de membres l'annee derniere,Facebook,Instagram
TC ST MARTIN QUEYRIERES,Laurent CASTRES,0644103522,PROVENCE ALPES COTE D'AZUR,HAUTES ALPES,22050416@fft.fr,http://www.club.fft.fr/tennisstmartin05,72,55,,
TC DIGNE,Pierre-Jean VALENCIA,0492321592,PROVENCE ALPES COTE D'AZUR,ALPES DE HAUTE PROVENCE,bonjour@tcdigne.fr,http://www.tcdigne.fr,107,117,https://www.facebook.com/tennisclubdignois,
MONESTIER DE CLERMONT TC,Chantal CURINIER,0688080863,AUVERGNE RHONE-ALPES,ISERE,chantal.curinier@free.fr,,39,52,,
TC L'ESCALE,Bruno RAMPONI,0492626547,PROVENCE ALPES COTE D'AZUR,ALPES DE HAUTE PROVENCE,22040498@fft.fr,http://www.club.fft.fr/jsetennislescale,52,63,,
BOURG D'OISANS TC,Bruno PORTAL,0476801622,AUVERGNE RHONE-ALPES,ISERE,tennisclubbourgdoisans@orange.fr,,24,22,,
TC CHATEAU-ARNOUX / ST AUBAN,Vincent PEREZ,0492361568,PROVENCE ALPES COTE D'AZUR,ALPES DE HAUTE PROVENCE,tccasa@orange.fr,http://club.fft.fr/tccasa.tennis,62,71,https://www.facebook.com/tc.casa.77,
TC BRIANCON,Valérie JACQUES,0492201920,PROVENCE ALPES COTE D'AZUR,HAUTES ALPES,tcbriancon@orange.fr,http://www.club.fft.fr/tc-briancon,248,246,https://fr-fr.facebook.com/Tennis.Club.Briancon,
TC MALIJAI,Jean-Christophe REYNIER-MONTLAUX,0492345308,PROVENCE ALPES COTE D'AZUR,ALPES DE HAUTE PROVENCE,cd.gueugnon@laposte.net,http://www.club.fft.fr/tcmalijai,77,73,,
ALPE D'HUEZ (L) TENNIS CLUB,Yann DUBUISSEZ,,AUVERGNE RHONE-ALPES,ISERE,yandubski@orange.fr,,5,11,,
TC LES MEES,Virginie CHAN-LO,0492343376,PROVENCE ALPES COTE D'AZUR,ALPES DE HAUTE PROVENCE,tennis.club.meen@fft.fr,http://www.club.fft.fr/tc.meen/,59,72,,
TC PEYRUIS,Isabelle POSSO,0665005742,PROVENCE ALPES COTE D'AZUR,ALPES DE HAUTE PROVENCE,tennisclubpeyruis@gmail.com,,61,49,,
SAINT GEORGES DE COMMIERS T.C.,Marc FURMANOWSKI,0476724444,AUVERGNE RHONE-ALPES,ISERE,stgeorgesdecommiers@fft.fr,http://www.club.fft.fr/tc.saintgeorges,20,19,,
VIZILLE TC,Romain SERVANT,0476681395,AUVERGNE RHONE-ALPES,ISERE,tennis.vizille@gmail.com,https://www.tennisvizille.net,111,142,,
DIE TENNIS CLUB,Dominique PINEAUT,,AUVERGNE RHONE-ALPES,DROME,tennisclubdie@gmail.com,,106,72,,
RAQUETTE STEPHANOISE,Gregory BOUCHER,0492744839,PROVENCE ALPES COTE D'AZUR,ALPES DE HAUTE PROVENCE,gregory.boucher0718@orange.fr,,41,50,,
NOTRE DAME DE MESAGE TC MESAGEOIS,Baptiste ANGELLOZ,,AUVERGNE RHONE-ALPES,ISERE,tc.mesageois@fft.fr,http://www.club.fft.ft/tc.mesageois,11,17,,
LE GUA TENNIS CLUB,Sébastien COLONEL,0476723047,AUVERGNE RHONE-ALPES,ISERE,scolonel@live.com,http://www.club.fft.fr/tc.legua,54,56,,
CHAMP SUR DRAC A.C.D.C. TENNIS,Eric BARET,0476686355,AUVERGNE RHONE-ALPES,ISERE,eric.baret@schneider-electric.com,http://www.club.fft.fr/acdc.champ.sur.drac,51,50,,
VIF TENNIS CLUB,Pascal LELIEVRE,,AUVERGNE RHONE-ALPES,ISERE,tennis.vif@gmail.com,http://https://www.tcvif.blogspot.com,70,86,https://www.facebook.com/Tennis-Club-de-Vif-1553438604909660/,
VARCES TC,Joël MOREAU,0476729918,AUVERGNE RHONE-ALPES,ISERE,tennisclubdevarces@gmail.com,http://www.club.fft.fr/tc.varces,110,107,,
SAINT PAUL DE VARCES T.C.,Martine GOUILLOUX,0668596079,AUVERGNE RHONE-ALPES,ISERE,martinegouilloux@hotmail.com,,11,8,,
JARRIE BRIÉ TENNIS CLUB,Jean Michel PARROT,0640173152,AUVERGNE RHONE-ALPES,ISERE,tennisclubjarriebrie@gmail.com,,309,156,,
URIAGE TENNIS CLUB,VINCENT BATTEUX,0476891364,AUVERGNE RHONE-ALPES,ISERE,tcuriage@gmail.com,http://www.club.fft.fr/tennisclub-uriage,216,230,http://www.facebook.com/TennisClubUriage38410,
CLAIX TENNIS,Christophe POYET,0476985724,AUVERGNE RHONE-ALPES,ISERE,claixtennis@free.fr,https://www.claixtennis.fr,320,354,,
GRENOBLE ENERGIE SPORT GES,Paul OSEREDCZUK,,AUVERGNE RHONE-ALPES,ISERE,oseredczuk.paul@wanadoo.fr,,1,1,,
PONT DE CLAIX (LE) A.S.PLATEFORME CHIMIQUE,Pierre PALANCADE,0476982181,AUVERGNE RHONE-ALPES,ISERE,sandrine.fz@free.fr,,12,14,,
VILLARD DE LANS TC,Olivier RIBOULET,0476950369,AUVERGNE RHONE-ALPES,ISERE,villarddelanstennis@gmail.com,http://www.club.fft.fr/tcvillarddelans,182,137,,
TC FORCALQUIER,Manuel CERUTTI,0492753447,PROVENCE ALPES COTE D'AZUR,ALPES DE HAUTE PROVENCE,tcforcalquier@gmail.com,http://club.fft.fr/forcalquier,101,113,https://www.facebook.com/tennisclub.forcalquier,
SMASH CLUB TENNIS EYBENS,Eric LAPEYRE,0476242512,AUVERGNE RHONE-ALPES,ISERE,smashclub.eybens@fft.fr,http://www.smashclubtenniseybens.fr/,140,153,https://www.facebook.com/pg/SMASH-CLUB-Tennis-Eybens-152876285387915,
TC ECHIROLLES,flavien MARTIN,0476224231,AUVERGNE RHONE-ALPES,ISERE,tennisechirolles@free.fr,http://www.club.fft.fr/echirolles,538,515,https://fr-fr.facebook.com/tc.echirolles/,
PONT DE CLAIX TENNIS,Gilles FERLAT,0608103726,AUVERGNE RHONE-ALPES,ISERE,pontdeclaixtennis@fft.fr,http://pdctennis.free.fr,132,154,,https://www.instagram.com/tennispdc/
SAILLANS TENNIS CLUB,JEAN-FRANCOIS BLANC,0475215936,AUVERGNE RHONE-ALPES,DROME,tc.saillans@gmail.com,https://tc-saillans.clubeo.com/,94,92,https://www.facebook.com/Tennisclubsaillans,
TC ORAISON,Bruno SATABIN,0492798484,PROVENCE ALPES COTE D'AZUR,ALPES DE HAUTE PROVENCE,tcoraison@yahoo.fr,http://club.fft.fr/tcoraison,115,113,https://www.facebook.com/tenniscluboraison,
TC BRILLANNE,Pierre CHALAND,0643060499,PROVENCE ALPES COTE D'AZUR,ALPES DE HAUTE PROVENCE,franck.soltermann@orange.fr,http://www.club.fft.fr/tcbrillannais,17,18,,
TENNIS CLUB DES BARONNIES,Sylvain CHASTAN,0633247642,AUVERGNE RHONE-ALPES,DROME,tennisdesbaronnies@gmail.com,,1,1,,
ESSM AGRI TENNIS,David TRILLAT,0476628169,AUVERGNE RHONE-ALPES,ISERE,essmagritennis@free.fr,https://essmagritennis.fr/,136,135,,
TENNIS PARC SALTESIEN,Nicole CAPIAN,0695831396,PROVENCE ALPES COTE D'AZUR,VAUCLUSE,capian@wanadoo.fr,http://www.tennis-parc-saltesien.com,25,36,,
GRENOBLE TENNIS,Vincent BERLANDIS,0476252252,AUVERGNE RHONE-ALPES,ISERE,grenoble.tennis@wanadoo.fr,https://grenobletennis.fr,550,734,,
GRENOBLE VILLENEUVE T.C.,Evelyne DEPORTES,0476333300,AUVERGNE RHONE-ALPES,ISERE,tennisclubvilleneuve@gmail.com,http://www.tennisclubvilleneuve38.jindo.com,72,63,,
CENTRE LIGUE SEYSSINS,,,AUVERGNE RHONE-ALPES,Comité (L0) de la LIGUE AUVERGNE RHONE-ALPES,seyssins.auvergnerhonealpes@fft.fr,https://ligueauvergnerhonealpestennis.com/,1,12,https://www.facebook.com/ligueauvergnerhonealpesdetennis/,https://www.instagram.com/liguearatennis/
VALLOIRE TENNIS,Gwenaelle LEGUEN,,AUVERGNE RHONE-ALPES,SAVOIE,valloire.tennis@gmail.com,,9,4,,
SEYSSINS TENNIS CLUB,Anne MUNCHENBACH,0476960657,AUVERGNE RHONE-ALPES,ISERE,tc.seyssins@gmail.com,http://www.tc-seyssins.fr,258,250,https://www.facebook.com/ICICESTSEYSSINS,
GIERES TENNIS CLUB,Alain FEDELE,0476629858,AUVERGNE RHONE-ALPES,ISERE,gierestennis@fft.fr,http://www.club.fft.fr/gierestennis,373,337,https://www.facebook.com/gierestennisclub/?ref=bookmarks,https://www.@gierestennis
GRENOBLE UNIVERSITE CLUB,Pierre CREPATTE,0632256227,AUVERGNE RHONE-ALPES,ISERE,guc-tennis@wanadoo.fr,http://club.fft.fr/guc.tennis,551,551,https://www.facebook.com/guc.tennis/,
DOMENE TC,Tristan LE GOFFIC,0476774929,AUVERGNE RHONE-ALPES,ISERE,tennisclubdomene@gmail.com,http://www.club.fft.fr/tennis.domene,164,130,,
ST JEAN ST SORLIN D'ARVES,Karim GHABRID,0676130966,AUVERGNE RHONE-ALPES,SAVOIE,karim.ghabrid@wanadoo.fr,http://www.club.fft.fr/arvantc,63,52,,
LANS EN VERCORS TENNIS CLUB,Pierre MAHE,0768434141,AUVERGNE RHONE-ALPES,ISERE,tennisclublansenvercors@gmail.com,http://www.tennisclublansenvercors.fr,62,59,https://fr-fr.facebook.com/tennisclublansenvercors/,
TC VERDON,Emilie ALLEMANN,,PROVENCE ALPES COTE D'AZUR,ALPES DE HAUTE PROVENCE,clubtennisverdon@gmail.com,http://www.clubdetennisduverdon.sitew.fr/,118,67,https://www.facebook.com/ctverdon/,
SEYSSINET AMICAL TC,Marcel CENATIEMPO,0476485556,AUVERGNE RHONE-ALPES,ISERE,seyssinettennis@fft.fr,https://www.seyssinettennis.fr/,289,300,,
MEYLAN TC,Laurent TRUMAUT,0476001997,AUVERGNE RHONE-ALPES,ISERE,meylantennis@gmail.com,http://www.meylantennis.com/,365,369,https://www.facebook.com/tennismeylan/,
MONTBONNOT TC,Christophe LAPARRA,0609238992,AUVERGNE RHONE-ALPES,ISERE,contact@montbonnot-tennis-club.fr,http://www.club.fft.fr/tc.montbonnot,343,258,https://www.facebook.com/MontBonnotTennisClub,
TRONCHE (LA) TENNIS CLUB,Anthony BOYER,0476517471,AUVERGNE RHONE-ALPES,ISERE,info@tennis-latronche.fr,http://www.tennis-latronche.fr,447,428,https://www.facebook.com/tennislatronche/,
TC VILLENEUVE,Benoit DUPONT,0623641898,PROVENCE ALPES COTE D'AZUR,ALPES DE HAUTE PROVENCE,tcvilleneuve04@gmail.com,http://club.fft.fr/tcvilleneuve04,84,69,,
FONTAINE TENNIS CLUB,Michelle PETRIZELLI,0476492506,AUVERGNE RHONE-ALPES,ISERE,asf.tennis@gmail.com,http://www.fontainetennis.fr,206,216,,
TC DAUPHIN,Michelle MATEO,,PROVENCE ALPES COTE D'AZUR,ALPES DE HAUTE PROVENCE,mateo.michelle0@gmail.com,,28,24,,
CORBIER TENNIS CLUB,Pierre DARVES,,AUVERGNE RHONE-ALPES,SAVOIE,tennis.corbier@gmail.com,,3,3,,
CORENC TC,Philippe JOLY,0476048052,AUVERGNE RHONE-ALPES,ISERE,tennisclubcorenc2@sfr.fr,,108,124,,
BIVIERS TENNIS CLUB,Fabrizio MANCUSO,,AUVERGNE RHONE-ALPES,ISERE,biviers.tennis@gmail.com,,110,103,,
NYONS TC,Louis Robert BERNUZEAU,0475260870,AUVERGNE RHONE-ALPES,DROME,infos@tennisclubnyons.fr,http://www.tennisclubnyons.fr,167,186,http://Tennis club de Nyons,
SAINT ISMIER TENNIS CLUB,Sebastien PAQUET,0476522179,AUVERGNE RHONE-ALPES,ISERE,tennisit@free.fr,http://www.sitennis.com,190,189,,
LE CHATELARD TC LES BAUGES,Etienne ROZE,,AUVERGNE RHONE-ALPES,SAVOIE,tc.bauges@fft.fr,,68,81,,
SAINT-NAZAIRE LES EYMES T.C.,Jean François JACQUIN,,AUVERGNE RHONE-ALPES,ISERE,snet@fft.fr,http://www.club.fft.fr/snet/,83,83,,
TC VOLX,JEAN JACQUES MARTIN,0492709127,PROVENCE ALPES COTE D'AZUR,ALPES DE HAUTE PROVENCE,tcvolx@gmail.com,,54,57,,
VERSOUD-VILLARD BONNOT TC,Laurent SCHMIT,0663331047,AUVERGNE RHONE-ALPES,ISERE,tcvb38190@gmail.com,https://tennistcvb.wordpress.com/,232,244,,
SASSENAGE TENNIS CLUB,Sara DUPRET,0476270735,AUVERGNE RHONE-ALPES,ISERE,tennisclub-sassenage@orange.fr,http://www.club.fft.fr/tc.sassenage,212,215,,
ST MICHEL DE MAURIENNE TC,Rodolphe CLEMENT,,AUVERGNE RHONE-ALPES,SAVOIE,stmichel.tennis@gmail.com,http://www.club.fft.fr/saint-michel-tc,51,56,https://www.facebook.com/TennisClubSaintMichelDeMaurienne/,
GRENOBLE A.S.C.E.A.,Jean Jacques AUBERT,0476263584,AUVERGNE RHONE-ALPES,ISERE,ceast.tennis@gmail.com,http://www.club.fft.fr/grenoble.ascea,93,101,,
ST JEAN EN ROYANS TC ROYANS,Michaël RAVINEL,0625731930,AUVERGNE RHONE-ALPES,DROME,royans.tennis.club@gmail.com,http://www.club.fft.fr/tc.stjeanenroyans,34,34,https://www.facebook.com/Tennis.Saint.Jean.en.Royans/,
